text_id,x_pca_tfidf,y_pca_tfidf,x_tsne_tfidf,y_tsne_tfidf,x_pca_openai_ada_002,y_pca_openai_ada_002,x_tsne_openai_ada_002,y_tsne_openai_ada_002,x_pca_openai_3_small,y_pca_openai_3_small,x_tsne_openai_3_small,y_tsne_openai_3_small,author_id,year,author
105,0.14007785186859817,0.4949899690642466,0.35195267,0.46119857,0.18626607098736625,0.4191170417020402,0.48377046,0.7540424,0.12050351561266426,0.41038883750361826,0.6813649,0.5879428,21,1895,Grover Cleveland
106,0.1370607071860498,0.5204185283483702,0.33916175,0.48486367,0.24179132104446566,0.4023864077843975,0.44278514,0.70439124,0.14931057447421542,0.3672605502641618,0.67224705,0.562552,21,1896,Grover Cleveland
107,0.07750273558181425,0.5074180325354223,0.2756378,0.49061123,0.17177715045803504,0.5240344643058759,0.30338445,0.7247181,0.10779853402983547,0.47635932052805197,0.69671714,0.44667435,23,1897,William McKinley
108,0.03991138344354328,0.47400209612845207,0.29185346,0.48360455,0.13234950152591934,0.6564656940864935,0.29188302,0.69602436,0.05952875082628378,0.5836230383202378,0.68421733,0.4361292,23,1898,William McKinley
109,0.06991803531942087,0.5161523548120178,0.28626448,0.49771735,0.1691442469815443,0.5336958635927206,0.30969143,0.70195353,0.10544188177636854,0.45791715595231114,0.6790367,0.44854447,23,1899,William McKinley
110,0.06386355627978191,0.53309636794278,0.30187097,0.49234822,0.2055899880400126,0.5500673848652086,0.3166201,0.6881955,0.11459828223171498,0.47318007840081844,0.6721123,0.45285368,23,1900,William McKinley
111,0.25053897698809047,0.5456270224816707,0.4905044,0.513431,0.33741856462549924,0.4314894597504969,0.5449945,0.60806805,0.303985991670491,0.4036986389952847,0.5227146,0.45388144,24,1901,Theodore Roosevelt
112,0.2462354528910154,0.5506318333184537,0.47546923,0.50397915,0.3181622259354914,0.3485100088919566,0.54648006,0.60363245,0.3154410289525827,0.33921616460693793,0.52207094,0.45904693,24,1902,Theodore Roosevelt
113,0.10209652338196634,0.5198852277342081,0.36356255,0.5467148,0.1360546667487828,0.4765796696931832,0.3499917,0.6276256,0.13176615295084754,0.4312314777279075,0.6382015,0.45730284,24,1903,Theodore Roosevelt
114,0.24067767956721597,0.552896451741359,0.49088863,0.52140564,0.30748234768797084,0.3630075309693732,0.5313608,0.6155734,0.30321114116114867,0.3462388846899349,0.5376138,0.45363548,24,1904,Theodore Roosevelt
